Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors
Dream11,2018,2011,"Fantasy Sports, Mobile, Sports",Series D,100000000,"Mumbai, Maharashtra, India","Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket, Football, Kabaddi and NBA.",
srJna,2018,2013,Education,Seed,—,"Jaipur, Rajasthan, India","SRJNA is a brand of Elation Edtech Pvt. Ltd., which helps schools to integrate hands on, affordable and turnkey STEM.",
Nykaa,2018,2012,"Beauty, Fashion, Wellness",Secondary Market,"₹ 1,13,00,00,000.00","Mumbai, Maharashtra, India",Nykaa.com is a premier online beauty and wellness destination,
Chaayos,2018,2018,"Food and Beverage, Restaurants, Tea",Series B,"₹ 81,00,00,000.00","New Delhi, Delhi, India",Chaayos was born in November 2012 out of this premise - a contemporary interpretation of the chai adda.,
Heelium,2018,2018,"Fitness, Sporting Goods, Sports",Seed,—,"Pune, Maharashtra, India",Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability.,
LT Foods,2018,2011,"Food and Beverage, Food Processing, Manufacturing",Post-IPO Equity,"₹ 1,40,00,00,000.00","New Delhi, Delhi, India",LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live.,
Multibashi,2018,2016,"E-Learning, Internet",Seed,"₹ 1,00,00,000.00","Bengaluru, Karnataka, India",Free language learning platform.,
Cleardekho,2018,2006,"Eyewear, Internet",Venture - Series Unknown,—,"Ghaziabad, Uttar Pradesh, India",Uttar Pradesh based online eyewear marketplace.,
Dailyhunt,2018,2014,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",Series E,6000000,"Bangalore, Karnataka, India",NewsHunt is a Bangalore based eBooks company.,
SlicePay,2018,2015,"FinTech, Internet, Payments, Service Industry",Series A,14900000,"Bengaluru, Karnataka, India",SlicePay is an AI based instant credit app for youngsters in India.,
Udaan,2018,2008,"B2B, Business Development, Internet, Marketplace",Series C,225000000,"Bangalore, Karnataka, India","Udaan is a B2B trade platform, designed specifically for small and medium businesses in India.",
Happyeasygo Group,2018,2019,"Tourism, Travel",Series A,—,"Haryana, Haryana, India",HappyEasyGo is an online travel domain.,
Mombay,2018,2013,"Food and Beverage, Food Delivery, Internet",Seed,7500,"Mumbai, Maharashtra, India",Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes.,
Droni Tech,2018,2015,Information Technology,Seed,"₹ 3,50,00,000.00","Mumbai, Maharashtra, India",Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,
Netmeds,2018,2017,"Biotechnology, Health Care, Pharmaceutical",Series C,35000000,"Chennai, Tamil Nadu, India",Welcome to India's most convenient pharmacy!,
Bombay Shaving,2019,2018,Ecommerce,,"$ 63,00,000.00",,Provides a range of male grooming products,Sixth Sense Ventures
Ruangguru,2019,2014,Edtech,Series C,"$ 15,00,00,000.00",Mumbai,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students",General Atlantic
Eduisfun,2019,2017,Edtech,Fresh funding,"$ 2,80,00,000.00",Mumbai,It aims to make learning fun via games.,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey"
HomeLane,2019,2009,Interior design,Series D,"$ 3,00,00,000.00",Chennai,Provides interior designing solutions,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
Nu Genes,2019,2017,AgriTech,,"$ 60,00,000.00",Telangana,"It is a seed company engaged in production, processing and marketing of seeds",Innovation in Food and Agriculture (IFA)
FlytBase,2019,2019,Technology,,Undisclosed,Pune,A drone automation platform,Undisclosed
Finly,2019,2020,SaaS,,Undisclosed,Bangalore,"It builds software products that makes work simpler, pleasant, and productive","Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog."
Kratikal,2019,2014,Technology,Pre series A,"$ 10,00,000.00",Noida,It is a product-based cybersecurity solutions provider,"Gilda VC, Art Venture, Rajeev Chitrabhanu."
Quantiphi,2019,2015,AI & Tech,Series A,"$ 2,00,00,000.00",,It is an AI and big data services company providing business solutions.,Multiples Alternate Asset Management
Lenskart,2019,2017,E-commerce,Series G,"$ 27,50,00,000.00",Delhi,It is a eyewear company,SoftBank
Cub McPaws,2019,2014,E-commerce & AR,,Undisclosed,Mumbai,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha – kids,Venture Catalysts
Appnomic,2019,2016,SaaS,,"$ 2,20,00,000.00",Bangalore,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",Avataar Ventures
Kaleidofin,2019,2017,Fintech,Series A,"$ 50,00,000.00",Chennai,Platform that provides complete financial solutions for excluded individuals and households,Oikocredit
JobSquare,2019,2015,HR tech,,"$ 1,40,500.00",Ahmedabad,Technology-based platform that is connecting suitable applicants to the right recruiters,Titan Capital
Open Secret,2019,2006,Food tech,,Undisclosed,,It produces and sells top quality snacks,Matrix Partners
LivFin,2019,,Fintech,,"$ 50,00,000.00",Delhi,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",German development finance institution DEG
Byju's,2019,2014,Edtech,,"$ 54,00,00,000.00",,Provides online learning classes,"South Africa’s Naspers Ventures, the CPP Investment Board"
Zest Money,2019,2012,Fintech,Series B,"$ 1,50,00,000.00",Bangalore,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,Goldman Sachs.
Witblox,2019,2013,Edtech,,"$ 1,82,700.00",,Offers a range of robotics learning tools,Mumbai Angels Network
Azah Personal Care Pvt. Ltd.,2019,2016,Health,Pre series A,Undisclosed,Gurugram,Aims to solve some problems in the feminine hygiene sector,"Kunal Bahl, Rohit Bansal."
SalaryFits,2019,2015,Fintech,,"$ 50,00,000.00",,A platform that promotes financial well-being of employees at workplace,Brazilian VC Fund Confrapar
Pristyn Care,2019,2013,Healthcare,Series B,"$ 1,20,00,000.00",,Delivers advanced medical care & clinical excellence aided by next-level technology,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList."
Springboard,2019,2019,Edtech,Post series A,"$ 1,10,00,000.00",,Offers online courses and extensive mentor-based learning,Reach Capital
DROR Labs Pvt. Ltd,2019,2019,Safety tech,,Undisclosed,Delhi,It uses technology to create a trust-based network of responsible citizens to ensure safety,Inflection Point Ventures
Medlife,2019,2018,Pharmaceutical,,"$ 1,55,00,000.00",Bangalore,It solves inadequacies in the healthcare delivery system through technology,Wilson Global Opportunities Fund
Seekify,2019,2020,SaaS,Seed funding,"$ 15,00,000.00",Delhi,Customer Experience (CX) Automation platform,Sequoia Capita
Toffee Insurance,2019,2010,Insurance technology,Series A,"$ 55,00,000.00",Haryana,Provides variety of insurance plans and policies,IVM Intersurer
Fireflies .ai,2019,2017,AI,,"$ 50,00,000.00",,Developer of an artificial intelligence-powered assistant for businesses,Canaan Partners
HungerBox,2019,2017,Foodtech,Series C,"$ 1,20,00,000.00",Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux."
Bijak,2019,2018,AgriTech,Seed fund,"$ 25,00,000.00",,B2B platform for agricultural commodities.,"Omnivore and Omidyar Network India, Sequoia Capital"
Licious,2019,2015,Food,Series E,"$ 3,00,00,000.00",Bangalore,Online meat shop,Vertex Growth Fund
truMe,2019,2015,IoT,,"$ 1,40,000.00",,A global platform for Identity and Access Management,Rajan Kaistha
Pumpkart,2019,2018,E-marketplace,,Undisclosed,Chandigarh,B2B model for appliances and electrical products,Dinesh Dua
Asteria Aerospace,2019,2015,Robotics & AI,,"$ 23,00,00,000.00",Bangalore,"Develops drones that are used by the military, paramilitary, police forces and in various industries.",Reliance Industries
Rivigo,2019,2014,Logistics,Series F,"$ 2,00,00,000.00",,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","SAIF Partners India VI Ltd, Spring Canter Investment Ltd"
HappyEasyGo,2019,2018,Travel,Series B+,"$ 4,94,00,000.00",Gurugram,Online flight booking,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners"
Zetwerk,2019,2018,Manufacturing,Series B,"$ 3,20,00,000.00",Bangalore,Provides facilities to get products manufactured.,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital"
Observe.AI,2019,2018,AI,Series A,"$ 2,60,00,000.00",Bangalore,Creates a voice AI platform,Scale Venture Partners
Freshokartz,2019,2018,E-marketplace,Pre series A,"$ 1,50,000.00",Jaipur,Online fruits and vegetables delivery company,ThinkLab
Lil’ Goodness and sCool meal,2019,2018,Food & Nutrition,,"$ 4,00,000.00",Bangalore,It empowers moms to provide the best of foods to their Lil' ones,"Sajan Pillai, Muthu Krishnan,"
Trell,2019,2016,Social Media,Pre series A,"$ 20,00,000.00",Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah"
VMate,2019,2018,,,"$ 10,00,00,000.00",,A short video platform,Alibaba
Bombay Shirt Company,2019,2019,E-commerce,,"$ 80,00,000.00",Mumbai,Online custom shirt brand,Lightbox Ventures
Slintel,2019,2016,SaaS,,"$ 15,00,000.00",,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",Stellaris Ventures
MyGameMate,2019,2018,E-Sports,,"$ 1,00,000.00",Bangalore,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,"Jindagi Live Angels,"
Afinoz,2019,2012,Fintech,,Undisclosed,Noida,Online financial marketplace for customized rate quotes on loans and investment products in India,Fintech innovation lab
Rein Games,2019,2019,Technology,Pre series A,"$ 5,00,00,000.00",Noida,"It develops, publishes and distributes games across various platforms","Manipal Education and Medical Group (MEMG) family office, Titan Capital"
Ecozen,2019,2019,AgriTech,Series A,"$ 60,00,000.00",Pune,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,Innovation in Food & Agriculture Fund (IFA Fund)
Box8,2019,2017,Foodtech,,"$ 12,00,00,000.00",Mumbai,Enables to order food online,Trifecta Capital
Awign Enterprises,2019,2016,,Series A,"$ 40,00,000.00",Bangalore,It supplies workforce to the economy,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures."
Purplle,2019,2013,Cosmetics,Series C,"$ 3,00,00,000.00",Mumbai,Online makeup and beauty products retailer,Goldman Sachs
Freightwalla,2019,2009,B2B,Series A,"$ 40,00,000.00",Mumbai,Provides digital platform for businesses to plan and manage their international freight shipments online,"Amplo, FJ Labs, Rogue One Capital"
TapChief,2019,2012,,Pre series A,"$ 15,00,000.00",Bangalore,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,Blume Ventures.
eJOHRI,2019,2015,Jewellery,Pre series A,"$ 10,00,000.00",Mumbai,Omnichannel marketplace for gems and jewellery,Rajesh Ranavat
Ninjacart,2019,2019,B2B Supply Chain,,Undisclosed,,"It connects producers of food directly to retailers, restuarants and service providers.","Walmart, Flipkart"
Binca Games,2019,2019,Games,,Undisclosed,Mumbai,It offers games that are available across India and UK.,Sunil Gavaskar
KredX,2019,2014,,Series B,"$ 2,60,00,000.00",Bangalore,Invoice discounting platform,Tiger Global Management
m.Paani,2019,2014,,Series A,"$ 55,00,000.00",Mumbai,It digitizes and organises local retailers,"AC Ventures, Henkel"
Origo,2019,2016,AgriTech,,"$ 68,00,000.00",Gurugram,It provides post-harvest management services for agricultural commodities,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management"
WishADish,2019,2014,Food & tech,,"$ 60,00,000.00",Delhi,Provides management solution for restaurants,Undisclosed
Ecom Express,2019,2015,Logistics,,"$ 3,60,00,000.00",Gurugram,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,CDC Group
Stanza Living,2019,2016,Accomodation,,"$ 57,00,000.00",Delhi,Provides comfortable and secure accomodation for students,Alteria Capital
PiBeam,2019,2016,Automotive tech,,"$ 5,00,00,000.00",Chennai,It is engaged in building sustainable and affordable micro-mobility electric vehicles,GAIL (India) Ltd
Euler Motors,2019,2019,Automotive tech,,"$ 20,00,000.00",Delhi,It is offering mobility as a service,"Blume Ventures, Emergent Ventures"
Moms Co,2019,2020,E-commerce,Series B,"$ 50,00,000.00",New Delhi,It is into mother and baby care-focused consumer goods,"Saama Capital, DSG Consumer Partners"
Cubical Labs,2019,2014,IoT,Series B,Undisclosed,,Home automation solution provider,Rockstud Capital
Lawyered,2019,2019,Legal tech,,"$ 1,00,000.00",Delhi,It helps to connect to legal advise online,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal"
Cuemath,2019,2014,Edtech,,"$ 55,00,000.00",Bangalore,It helps students to learn math online,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India."
Licious,2019,2015,Food,Series D,"$ 2,50,00,000.00",Bangalore,Online meat shop,Vertex Ventures
Nivesh.com,2019,2016,Mutual Funds,,"$ 6,00,000.00",Noida,The platform simplifies the process of investment,Windrose Capital
Zebu,2019,2013,Cybersecurity,Seed round,"$ 40,00,000.00",,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Undisclosed
